approval_amount,contacted,email_contacted_ts,sms_contacted_ts,rent_or_own,months_at_current_residence,years_at_current_residence,direct_deposit,black_listed,language_preference,military_applicant,scheduled_payment_amt,number_of_payments,initial_decision,age
818.0,False,True,False,RENT,0,6,True,False,EN,False,124.26,26,APPROVED,56.0
41.0,False,True,False,RENT,0,3,True,False,EN,False,29.77,26,APPROVED,25.0
178.0,False,True,True,RENT,6,2,True,False,EN,False,33.56,52,APPROVED,43.0
265.0,False,True,False,RENT,5,3,True,False,EN,False,70.55,12,APPROVED,45.0
1688.0,False,True,False,OWN,10,6,False,False,ES,False,234.56,52,APPROVED,58.0
146.0,False,True,False,RENT,9,0,True,False,EN,False,23.52,26,APPROVED,43.0
195.0,False,True,False,RENT,0,1,True,False,EN,False,58.28,12,APPROVED,62.0
1942.0,False,True,False,RENT,0,1,True,False,EN,False,187.48,26,APPROVED,30.0
724.0,False,True,True,RENT,3,0,True,False,EN,False,49.76,52,APPROVED,38.0
498.0,False,True,True,RENT,2,0,True,False,EN,False,156.76,24,APPROVED,42.0
935.0,False,True,False,OWN,11,6,True,False,EN,False,141.06,26,APPROVED,26.0
642.0,False,True,True,OWN,0,11,True,False,EN,False,99.91,26,APPROVED,47.0
334.0,False,True,True,OWN,0,6,True,False,EN,False,54.3,24,APPROVED,34.0
185.0,False,True,True,OWN,0,3,True,False,EN,False,24.45,26,APPROVED,21.0
705.0,False,True,True,RENT,0,6,True,False,EN,False,46.54,52,APPROVED,31.0
417.0,False,True,True,RENT,10,0,True,False,EN,False,120.06,12,APPROVED,65.0
1554.0,False,True,False,OWN,0,6,True,False,EN,False,236.68,26,APPROVED,30.0
694.0,False,False,True,RENT,7,3,True,False,EN,False,99.6,26,APPROVED,39.0
274.0,False,True,False,RENT,0,3,True,False,EN,False,49.76,26,APPROVED,28.0
366.0,False,True,True,OWN,0,6,True,False,EN,False,81.59,26,APPROVED,62.0
530.0,False,False,False,RENT,1,2,True,False,EN,False,84.62,24,APPROVED,29.0
1086.0,False,False,True,OWN,0,5,True,False,EN,False,146.44,26,APPROVED,26.0
290.0,False,True,True,OWN,0,6,False,False,EN,False,59.7,26,APPROVED,38.0
541.0,False,True,True,RENT,4,3,True,False,EN,False,74.88,24,APPROVED,36.0
477.0,False,True,True,OWN,0,6,True,False,EN,False,32.12,52,APPROVED,33.0
338.0,False,True,False,RENT,3,3,True,False,EN,False,23.6,52,APPROVED,22.0
475.0,False,True,False,OWN,2,3,True,False,EN,False,101.64,26,APPROVED,45.0
767.0,False,True,False,RENT,0,2,True,False,EN,False,72.42,26,APPROVED,30.0
402.0,False,True,False,RENT,1,3,True,False,EN,False,27.19,52,APPROVED,30.0
334.0,False,True,True,RENT,9,1,True,False,EN,False,195.81,12,APPROVED,35.0
943.0,False,True,True,OWN,11,6,True,False,EN,False,307.59,26,APPROVED,49.0
1062.0,False,True,True,OWN,0,1,True,False,EN,False,362.02,12,APPROVED,48.0
1068.0,False,True,False,OWN,0,1,True,False,EN,False,354.25,12,APPROVED,50.0
1275.0,False,True,False,RENT,0,3,True,False,EN,False,173.4,26,APPROVED,49.0
595.0,False,True,True,RENT,0,2,True,False,EN,False,73.6,26,APPROVED,45.0
336.0,False,True,True,OWN,0,6,True,False,EN,False,50.1,26,APPROVED,36.0
288.0,False,True,True,OWN,0,6,True,False,EN,False,19.39,52,APPROVED,47.0
264.0,False,True,False,RENT,1,6,True,False,EN,False,83.75,12,APPROVED,61.0
209.0,False,True,False,RENT,0,4,True,False,EN,False,102.66,52,APPROVED,46.0
881.0,False,True,True,OWN,0,2,True,False,EN,False,106.77,26,APPROVED,41.0
843.0,False,True,True,RENT,3,1,True,False,EN,False,101.13,26,APPROVED,23.0
209.0,False,True,True,RENT,0,2,True,False,EN,False,31.32,26,APPROVED,29.0
621.0,False,True,False,RENT,0,1,False,False,EN,False,43.45,52,APPROVED,40.0
261.0,False,True,False,RENT,0,5,True,False,EN,False,32.9,26,APPROVED,33.0
322.0,False,True,False,OWN,9,2,True,False,EN,False,64.86,26,APPROVED,36.0
518.0,False,True,True,RENT,0,1,False,False,EN,False,34.62,52,APPROVED,35.0
745.0,False,True,True,OWN,4,3,True,False,EN,False,103.62,26,APPROVED,34.0
477.0,False,True,True,RENT,0,1,True,False,EN,False,66.93,52,APPROVED,21.0
220.0,False,True,False,RENT,1,0,False,False,EN,False,18.8,52,APPROVED,33.0
1633.0,False,True,True,RENT,1,0,True,False,EN,False,505.87,26,APPROVED,32.0
751.0,False,True,True,RENT,8,0,True,False,EN,False,103.96,24,APPROVED,41.0
408.0,False,True,True,OWN,0,6,True,False,EN,False,25.88,52,APPROVED,24.0
1335.0,False,True,False,OWN,0,6,False,False,EN,False,412.44,52,APPROVED,22.0
39.0,False,False,False,RENT,0,6,True,False,EN,False,36.3,52,APPROVED,27.0
223.0,False,True,True,RENT,0,3,True,False,EN,False,34.63,24,APPROVED,24.0
308.0,False,True,True,RENT,3,1,True,False,EN,False,74.51,26,APPROVED,37.0
310.0,False,True,False,RENT,8,2,False,False,EN,False,16.93,52,APPROVED,21.0
1927.0,False,True,True,RENT,0,1,False,False,ES,False,121.94,52,APPROVED,29.0
759.0,False,True,False,RENT,1,0,True,False,EN,False,120.47,26,APPROVED,37.0
291.0,False,True,True,RENT,11,6,True,False,EN,False,46.16,26,APPROVED,55.0
1107.0,False,True,True,RENT,0,3,True,False,ES,False,78.47,52,APPROVED,32.0
830.0,False,True,True,RENT,3,0,True,False,EN,False,98.89,26,APPROVED,30.0
1317.0,False,True,True,RENT,0,2,True,False,EN,False,182.69,52,APPROVED,41.0
342.0,False,True,True,RENT,1,0,True,False,EN,False,43.61,26,APPROVED,36.0
766.0,False,True,True,RENT,0,5,True,False,EN,False,248.14,52,APPROVED,50.0
274.0,False,True,True,RENT,9,6,True,False,EN,False,20.67,52,APPROVED,23.0
269.0,False,True,True,OWN,0,6,True,False,EN,False,16.68,52,APPROVED,43.0
243.0,False,True,False,RENT,1,6,True,False,EN,False,56.99,26,APPROVED,21.0
1282.0,False,True,False,RENT,11,6,True,False,EN,False,189.05,26,APPROVED,41.0
872.0,False,True,True,RENT,0,6,True,False,EN,False,93.71,26,APPROVED,53.0
396.0,False,True,False,OWN,0,1,True,False,EN,False,56.86,26,APPROVED_WITH_CONDITIONS,32.0
1011.0,False,True,True,RENT,0,1,True,False,ES,False,120.3,52,APPROVED,38.0
873.0,False,True,True,RENT,0,4,True,False,EN,False,62.37,52,APPROVED,53.0
666.0,False,True,True,RENT,0,1,True,False,ES,False,90.63,26,APPROVED,48.0
747.0,False,True,True,RENT,0,6,True,False,EN,False,100.25,26,APPROVED,61.0
452.0,False,True,True,OWN,4,8,True,False,EN,False,59.93,26,APPROVED,35.0
1350.0,False,True,True,RENT,0,4,True,False,EN,False,64.12,52,APPROVED,55.0
757.0,False,True,True,RENT,0,1,True,False,EN,False,89.1,52,DENIED,56.0
530.0,False,True,True,RENT,0,6,True,False,EN,False,80.68,26,APPROVED,44.0
659.0,False,True,False,RENT,1,2,True,False,EN,False,93.28,26,APPROVED,30.0
685.0,False,True,False,RENT,0,9,True,False,EN,False,205.54,52,APPROVED,72.0
460.0,False,True,False,RENT,6,0,True,False,EN,False,68.64,26,APPROVED,36.0
809.0,False,True,True,OWN,11,6,True,False,EN,False,111.03,52,APPROVED,61.0
624.0,False,True,True,RENT,0,2,True,False,EN,False,92.81,26,APPROVED,24.0
359.0,False,True,True,RENT,0,1,True,False,EN,False,102.22,12,APPROVED,28.0
322.0,False,True,True,RENT,11,6,True,False,EN,False,21.41,52,APPROVED,23.0
68.0,False,True,True,RENT,0,6,True,False,EN,False,21.19,52,APPROVED,44.0
882.0,False,True,True,OWN,1,5,False,False,ES,False,60.33,52,APPROVED,60.0
1009.0,False,True,False,OWN,1,25,True,False,EN,False,300.45,52,APPROVED,41.0
1571.0,False,True,False,OWN,0,10,True,False,EN,False,96.47,52,APPROVED,58.0
75.0,False,True,False,RENT,0,4,True,False,EN,False,89.05,26,APPROVED,27.0
715.0,False,False,False,RENT,10,4,True,False,EN,False,49.09,52,APPROVED,55.0
1219.0,False,True,True,RENT,0,2,True,False,EN,False,93.0,52,APPROVED,32.0
272.0,False,True,True,RENT,0,1,True,False,EN,False,80.33,26,APPROVED,32.0
327.0,False,True,False,OWN,0,10,True,False,EN,False,109.18,12,APPROVED,43.0
1342.0,False,True,True,RENT,0,1,True,False,EN,False,211.83,24,APPROVED,39.0
556.0,False,True,True,OWN,0,6,True,False,EN,False,76.31,26,APPROVED,28.0
1099.0,False,True,False,OWN,3,1,True,False,ES,False,70.62,52,APPROVED,40.0
1418.0,False,True,False,OWN,0,6,True,False,EN,False,460.81,52,APPROVED,53.0
566.0,False,True,True,RENT,0,3,True,False,EN,False,201.71,12,APPROVED,51.0
903.0,False,True,True,OWN,0,2,True,False,EN,False,120.91,26,APPROVED,27.0
142.0,False,True,False,RENT,1,0,True,False,EN,False,56.72,26,APPROVED,28.0
777.0,False,False,True,OWN,0,6,True,False,EN,False,80.43,26,APPROVED,45.0
923.0,False,True,False,OWN,0,6,False,False,EN,False,59.56,52,APPROVED,62.0
379.0,False,True,True,RENT,0,2,True,False,EN,False,112.13,12,APPROVED,57.0
363.0,False,False,False,RENT,6,2,True,False,EN,False,33.24,26,APPROVED,48.0
914.0,False,True,True,RENT,0,2,True,False,EN,False,69.13,52,APPROVED,25.0
541.0,False,True,True,OWN,0,3,True,False,EN,False,35.84,52,APPROVED,58.0
770.0,False,True,False,OWN,3,1,True,False,EN,False,82.5,26,APPROVED,37.0
1576.0,False,True,False,OWN,0,6,True,False,EN,False,226.03,26,APPROVED,52.0
1123.0,False,True,True,OWN,0,6,True,False,EN,False,136.2,26,APPROVED,59.0
111.0,False,True,True,RENT,3,1,True,False,EN,False,69.95,24,APPROVED,37.0
699.0,False,True,False,RENT,6,2,False,False,EN,False,50.82,52,APPROVED,25.0
753.0,False,True,True,RENT,1,0,True,False,EN,False,77.08,26,APPROVED,40.0
769.0,False,True,True,RENT,0,6,False,False,EN,False,47.18,52,APPROVED,35.0
1371.0,False,False,False,RENT,0,3,True,False,EN,False,224.42,26,APPROVED,47.0
58.0,False,True,False,RENT,0,2,True,False,EN,False,31.9,26,APPROVED,27.0
557.0,False,True,True,OWN,0,6,True,False,EN,False,112.58,24,APPROVED,27.0
838.0,False,True,False,RENT,0,2,True,False,EN,False,98.88,26,APPROVED,45.0
817.0,False,True,False,OWN,11,6,True,False,ES,False,63.7,52,APPROVED,59.0
477.0,False,True,False,RENT,0,6,False,False,EN,False,63.92,26,APPROVED,52.0
513.0,False,False,True,RENT,2,0,True,False,EN,False,64.49,26,APPROVED,24.0
1985.0,False,False,False,RENT,1,0,True,False,EN,False,83.05,26,APPROVED,29.0
349.0,False,True,True,RENT,8,0,True,False,EN,False,21.26,52,APPROVED,42.0
258.0,False,True,True,RENT,1,1,True,False,EN,False,50.09,24,APPROVED,35.0
560.0,False,True,False,RENT,6,1,True,False,EN,False,79.79,26,APPROVED,47.0
1145.0,False,True,False,RENT,1,3,True,False,EN,False,78.23,52,APPROVED,30.0
468.0,False,True,False,RENT,0,1,True,False,EN,False,23.27,52,APPROVED,28.0
286.0,False,True,False,RENT,2,1,True,False,EN,False,43.39,26,APPROVED,47.0
129.0,False,True,False,RENT,0,2,True,False,EN,False,52.31,26,APPROVED,38.0
757.0,False,True,True,RENT,3,4,True,False,EN,False,114.86,52,APPROVED,20.0
817.0,False,True,False,RENT,3,2,True,False,EN,False,110.42,26,APPROVED,50.0
443.0,False,True,False,OWN,0,6,True,False,EN,False,61.5,52,APPROVED,26.0
759.0,False,True,True,OWN,2,3,True,False,EN,False,58.0,52,APPROVED,51.0
904.0,False,True,True,RENT,0,6,True,False,EN,False,129.57,26,APPROVED,59.0
1120.0,False,True,False,OWN,0,6,False,False,EN,False,160.35,52,APPROVED,32.0
504.0,False,True,True,RENT,6,1,False,False,EN,False,145.17,26,APPROVED,53.0
853.0,False,True,True,RENT,0,1,True,False,EN,False,115.9,26,APPROVED,35.0
462.0,False,False,False,OWN,0,6,True,False,EN,False,151.37,12,APPROVED,67.0
442.0,False,False,False,RENT,0,6,True,False,EN,False,27.58,52,APPROVED,34.0
591.0,False,True,True,RENT,1,1,True,False,ES,False,90.12,26,APPROVED,33.0
243.0,False,True,False,OWN,0,6,True,False,EN,False,17.51,52,APPROVED,51.0
530.0,False,True,True,OWN,0,1,False,False,EN,False,34.81,52,APPROVED,36.0
242.0,False,True,True,RENT,0,5,True,False,EN,False,65.45,12,APPROVED,58.0
300.0,False,True,True,OWN,2,3,True,False,EN,False,104.81,24,APPROVED,37.0
386.0,False,True,True,OWN,0,2,False,False,ES,False,163.34,12,APPROVED,40.0
267.0,False,False,False,RENT,0,5,False,False,EN,False,30.99,26,APPROVED,30.0
987.0,False,False,True,RENT,0,3,True,False,EN,False,145.12,26,APPROVED,50.0
1206.0,False,True,True,OWN,10,6,True,False,EN,False,155.36,26,APPROVED,33.0
954.0,False,True,True,RENT,0,2,True,False,EN,False,139.89,26,APPROVED,45.0
488.0,False,True,True,OWN,4,3,True,False,EN,False,130.59,24,APPROVED,42.0
131.0,False,True,True,OWN,7,3,True,False,EN,False,130.26,24,APPROVED,38.0
539.0,False,True,True,OWN,0,6,True,False,EN,False,76.06,26,APPROVED,29.0
421.0,False,True,False,OWN,0,6,True,False,EN,False,34.3,52,APPROVED,51.0
601.0,False,True,False,RENT,0,1,True,False,EN,False,166.82,26,APPROVED,58.0
581.0,False,True,True,RENT,1,1,True,False,EN,False,71.27,26,APPROVED,49.0
1291.0,False,True,False,OWN,0,13,True,False,EN,False,512.94,52,APPROVED,39.0
422.0,False,True,False,OWN,1,4,True,False,EN,False,138.84,12,APPROVED,69.0
664.0,False,True,True,RENT,0,1,True,False,EN,False,91.49,26,APPROVED,33.0
370.0,False,False,False,RENT,0,1,True,False,EN,False,58.23,24,APPROVED,53.0
700.0,False,True,True,RENT,0,1,False,False,EN,False,48.0,52,APPROVED,44.0
774.0,False,True,True,RENT,0,1,True,False,EN,False,110.5,24,APPROVED,32.0
152.0,False,True,False,OWN,0,6,True,False,EN,False,6.64,52,APPROVED,28.0
484.0,False,True,True,OWN,0,6,True,False,EN,False,62.77,26,APPROVED,37.0
1149.0,False,True,True,RENT,0,4,False,False,ES,False,94.43,52,APPROVED,21.0
510.0,False,True,False,RENT,0,6,True,False,EN,False,233.09,26,APPROVED,55.0
610.0,False,True,False,RENT,0,10,True,False,EN,False,37.33,52,APPROVED,40.0
916.0,False,False,True,OWN,10,5,True,False,EN,False,59.91,52,APPROVED,36.0
1236.0,True,True,True,OWN,0,39,True,False,EN,False,379.32,26,APPROVED,87.0
1422.0,False,True,True,RENT,7,0,True,False,EN,False,101.54,52,APPROVED,27.0
560.0,False,True,False,OWN,0,6,True,False,EN,False,53.56,26,APPROVED,25.0
837.0,False,True,False,RENT,0,4,True,False,EN,False,61.38,52,APPROVED,31.0
735.0,False,True,False,RENT,6,0,True,False,EN,False,90.77,26,APPROVED,41.0
928.0,True,True,False,RENT,5,6,True,False,EN,False,194.2,26,APPROVED,37.0
474.0,False,True,True,OWN,0,4,True,False,ES,False,34.78,52,APPROVED,27.0
438.0,False,False,True,RENT,8,6,False,False,EN,False,139.34,24,APPROVED,21.0
485.0,False,True,False,RENT,4,3,True,False,EN,False,32.62,52,APPROVED,29.0
218.0,False,True,False,RENT,0,3,True,False,EN,False,19.28,52,APPROVED,47.0
1854.0,False,True,False,RENT,0,2,True,False,EN,False,274.18,52,APPROVED,44.0
209.0,False,True,True,RENT,3,5,True,False,EN,False,78.54,26,APPROVED,42.0
628.0,False,True,True,RENT,0,4,True,False,EN,False,100.84,24,APPROVED,28.0
599.0,False,True,True,RENT,9,6,True,False,EN,False,282.34,26,APPROVED,47.0
610.0,False,True,True,OWN,4,1,True,False,EN,False,89.91,26,APPROVED,55.0
1059.0,False,True,False,RENT,0,3,True,False,EN,False,159.71,26,APPROVED,35.0
250.0,False,False,False,RENT,7,1,True,False,EN,False,36.3,52,APPROVED,30.0
546.0,False,True,False,RENT,2,4,True,False,EN,False,116.09,26,APPROVED,35.0
391.0,False,True,True,RENT,0,3,True,False,EN,False,53.14,26,APPROVED,24.0
1260.0,False,True,True,RENT,8,1,True,False,EN,False,87.21,52,APPROVED,39.0
735.0,False,True,False,OWN,0,2,True,False,EN,False,102.94,26,APPROVED,37.0
302.0,False,True,True,OWN,0,5,True,False,EN,False,36.85,26,APPROVED,55.0
581.0,False,True,True,RENT,1,0,True,False,EN,False,207.71,52,APPROVED,46.0
457.0,False,True,True,OWN,0,5,True,False,EN,False,182.77,26,APPROVED,43.0
834.0,False,True,True,RENT,1,3,False,False,EN,False,496.17,12,APPROVED,27.0
263.0,False,True,False,RENT,0,3,False,False,EN,False,42.11,26,APPROVED,50.0
761.0,False,False,False,RENT,0,2,True,False,EN,False,93.52,26,APPROVED,54.0
544.0,False,True,False,RENT,0,3,False,False,EN,False,97.41,12,APPROVED_WITH_CONDITIONS,37.0
558.0,False,True,False,RENT,0,2,True,False,EN,False,84.62,26,APPROVED,32.0
163.0,False,True,True,OWN,0,2,False,False,EN,False,24.61,26,APPROVED,28.0
1210.0,False,True,False,OWN,0,3,True,False,EN,False,182.98,26,APPROVED,27.0
1589.0,False,True,False,RENT,7,4,False,False,EN,False,528.0,12,APPROVED,45.0
590.0,False,True,True,RENT,4,1,True,False,EN,False,78.53,26,APPROVED,25.0
348.0,False,True,False,RENT,4,1,True,False,EN,False,90.84,26,APPROVED,26.0
365.0,False,True,False,OWN,0,3,False,False,ES,False,27.05,52,APPROVED,38.0
165.0,False,True,True,RENT,1,0,True,False,EN,False,54.54,26,APPROVED,29.0
136.0,False,True,False,OWN,0,6,True,False,EN,False,521.15,26,APPROVED,47.0
1076.0,False,True,True,RENT,0,5,True,False,EN,False,181.36,52,APPROVED,28.0
800.0,False,True,True,OWN,0,6,True,False,EN,False,50.38,52,APPROVED,37.0
678.0,False,True,True,RENT,0,2,True,False,EN,False,208.38,12,APPROVED,50.0
241.0,False,True,True,RENT,0,6,True,False,EN,False,58.35,24,APPROVED,27.0
1007.0,False,True,False,OWN,0,1,True,False,EN,False,145.87,24,APPROVED,36.0
871.0,False,False,False,RENT,0,6,False,False,EN,False,105.74,24,APPROVED,44.0
328.0,False,True,True,OWN,0,6,True,False,EN,False,150.92,26,APPROVED,25.0
569.0,False,False,False,RENT,0,6,True,False,EN,False,44.18,52,APPROVED,26.0
340.0,False,True,True,OWN,0,3,True,False,EN,False,72.71,26,APPROVED,42.0
322.0,False,True,False,RENT,3,2,False,False,EN,False,54.94,52,APPROVED,30.0
475.0,False,True,False,RENT,0,2,True,False,EN,False,35.54,52,APPROVED,31.0
688.0,False,True,True,RENT,2,1,True,False,EN,False,92.4,26,APPROVED,52.0
810.0,False,True,False,OWN,0,10,True,False,EN,False,124.38,24,APPROVED,63.0
836.0,False,True,True,RENT,6,0,True,False,EN,False,107.37,26,APPROVED,51.0
535.0,False,True,False,OWN,0,6,True,False,EN,False,171.47,12,APPROVED,56.0
620.0,False,False,True,RENT,0,4,True,False,EN,False,174.89,12,APPROVED,51.0
692.0,False,True,True,RENT,0,6,True,False,EN,False,90.34,26,APPROVED,31.0
283.0,False,True,True,OWN,0,6,False,False,EN,False,98.27,12,APPROVED,33.0
504.0,False,True,False,OWN,0,1,True,False,EN,False,339.18,52,APPROVED,38.0
127.0,False,True,True,RENT,0,2,True,False,EN,False,72.0,12,APPROVED,36.0
1249.0,False,False,True,OWN,0,2,False,False,ES,False,180.47,26,APPROVED,54.0
503.0,False,True,False,OWN,0,6,True,False,EN,False,151.25,12,APPROVED,39.0
635.0,False,True,False,RENT,0,5,True,False,EN,False,115.88,24,APPROVED,50.0
76.0,False,True,True,OWN,0,4,True,False,EN,False,47.27,26,APPROVED,23.0
519.0,False,True,True,RENT,6,4,True,False,ES,False,73.81,26,APPROVED,28.0
1120.0,False,True,True,RENT,10,2,True,False,EN,False,176.33,24,APPROVED,23.0
518.0,False,True,True,RENT,0,6,True,False,EN,False,64.4,52,APPROVED,24.0
232.0,False,True,False,RENT,6,1,False,False,EN,False,15.99,52,APPROVED,33.0
603.0,False,True,True,RENT,8,0,True,False,EN,False,59.39,52,APPROVED,52.0
255.0,False,True,True,RENT,6,3,True,False,EN,False,53.31,26,APPROVED,58.0
526.0,False,True,False,RENT,5,3,True,False,EN,False,87.27,26,APPROVED,42.0
835.0,False,True,True,OWN,2,2,False,False,EN,False,124.74,26,APPROVED,36.0
717.0,True,True,False,OWN,5,8,True,False,EN,False,46.2,52,APPROVED_WITH_CONDITIONS,37.0
437.0,False,True,True,RENT,0,2,True,False,EN,False,58.16,26,APPROVED,45.0
994.0,False,True,False,RENT,3,4,False,False,EN,False,65.85,52,APPROVED,19.0
2013.0,False,True,True,OWN,0,3,True,False,EN,False,284.32,52,APPROVED,30.0
510.0,False,True,True,OWN,0,22,True,False,EN,False,166.65,52,APPROVED,30.0
455.0,True,True,True,RENT,0,5,True,False,EN,False,83.88,52,APPROVED,29.0
1490.0,False,True,True,RENT,8,0,True,False,EN,False,192.58,26,APPROVED,36.0
352.0,False,False,False,RENT,3,3,True,False,EN,False,52.13,26,APPROVED,45.0
566.0,False,True,True,RENT,0,2,True,False,EN,False,73.46,26,APPROVED,34.0
233.0,False,True,True,RENT,1,0,True,False,EN,False,41.58,26,APPROVED,28.0
373.0,False,True,True,RENT,0,2,False,False,EN,False,112.05,12,APPROVED,21.0
706.0,False,True,True,OWN,0,6,True,False,EN,False,85.03,26,APPROVED,27.0
590.0,False,False,True,RENT,0,2,True,False,EN,False,100.76,52,APPROVED,42.0
761.0,False,True,False,OWN,0,4,True,False,EN,False,151.89,26,APPROVED,30.0
167.0,False,True,True,OWN,0,6,True,False,EN,False,136.04,12,APPROVED,48.0
531.0,False,True,True,RENT,3,0,True,False,EN,False,56.18,52,APPROVED,52.0
1436.0,False,True,True,OWN,0,1,True,False,EN,False,455.22,26,APPROVED,26.0
1298.0,False,True,True,OWN,0,6,True,False,EN,False,387.8,24,APPROVED,48.0
269.0,False,True,True,RENT,0,4,True,False,EN,False,46.67,26,APPROVED,27.0
519.0,False,True,True,RENT,0,2,True,False,EN,False,39.27,52,APPROVED,43.0
546.0,False,True,True,RENT,0,1,True,False,EN,False,81.68,26,APPROVED,24.0
899.0,False,True,False,RENT,0,1,True,False,EN,False,207.67,26,APPROVED,46.0
581.0,False,True,True,RENT,2,0,True,False,EN,False,73.71,26,APPROVED,36.0
261.0,False,False,False,OWN,10,2,True,False,EN,False,115.41,26,APPROVED,41.0
552.0,False,True,False,RENT,0,1,True,False,ES,False,184.7,52,DENIED,26.0
608.0,True,True,False,RENT,0,2,True,False,EN,False,80.05,26,APPROVED,21.0
823.0,False,True,True,RENT,6,1,True,False,EN,False,34.15,52,APPROVED,52.0
826.0,False,True,False,OWN,8,6,True,False,EN,False,290.26,26,APPROVED,72.0
665.0,False,True,True,RENT,2,2,True,False,EN,False,220.0,12,APPROVED,42.0
870.0,False,False,False,OWN,0,6,True,False,EN,False,139.62,26,APPROVED,30.0
649.0,False,True,True,OWN,0,1,True,False,EN,False,201.49,52,APPROVED,44.0
152.0,False,True,False,RENT,0,8,True,False,EN,False,70.22,26,APPROVED,43.0
266.0,False,True,False,OWN,0,5,True,False,EN,False,33.77,26,APPROVED_WITH_CONDITIONS,25.0
720.0,False,True,False,OWN,3,4,False,False,EN,False,164.96,52,APPROVED,44.0
1517.0,False,False,True,RENT,1,1,True,False,ES,False,99.13,52,APPROVED,42.0
684.0,False,True,True,RENT,1,1,False,False,ES,False,88.73,26,APPROVED,32.0
112.0,False,True,True,OWN,0,10,True,False,EN,False,48.03,26,APPROVED,53.0
928.0,False,True,False,RENT,3,2,True,False,EN,False,139.98,26,APPROVED,20.0
1162.0,False,True,False,RENT,0,3,True,False,EN,False,74.32,52,APPROVED,38.0
625.0,False,True,True,RENT,6,1,True,False,EN,False,43.05,52,APPROVED,22.0
192.0,False,True,False,RENT,0,4,True,False,EN,False,11.87,52,APPROVED,21.0
474.0,False,True,True,RENT,0,3,False,False,EN,False,74.8,24,APPROVED,27.0
806.0,False,True,False,OWN,0,5,True,False,EN,False,84.1,52,APPROVED,29.0
1022.0,False,True,False,OWN,11,6,False,False,EN,False,156.37,26,APPROVED,44.0
197.0,False,True,False,RENT,0,6,True,False,EN,False,44.12,26,APPROVED,45.0
1385.0,False,True,True,OWN,11,6,True,False,EN,False,99.93,52,APPROVED,22.0
388.0,False,True,True,RENT,0,4,True,False,EN,False,54.38,26,APPROVED,68.0
577.0,False,True,False,RENT,0,2,True,False,EN,False,37.32,52,APPROVED,21.0
268.0,False,True,False,RENT,3,0,True,False,EN,False,115.18,12,APPROVED,40.0
502.0,False,True,True,OWN,0,1,True,False,EN,False,157.13,26,APPROVED,29.0
623.0,False,True,True,OWN,0,6,True,False,EN,False,46.76,52,APPROVED,34.0
232.0,False,False,False,RENT,4,10,True,False,EN,False,17.46,52,APPROVED,35.0
472.0,False,False,False,RENT,0,6,True,False,EN,False,65.53,26,APPROVED,61.0
1286.0,False,True,True,RENT,0,1,True,False,EN,False,87.95,26,APPROVED,25.0
793.0,False,True,False,RENT,0,3,False,False,EN,False,93.29,52,APPROVED,31.0
523.0,False,False,False,RENT,0,2,True,False,EN,False,32.58,52,APPROVED,23.0
2008.0,False,True,True,RENT,0,2,True,False,EN,False,80.14,52,APPROVED,29.0
541.0,False,True,False,RENT,0,8,True,False,EN,False,73.4,52,APPROVED,30.0
981.0,False,True,False,RENT,7,3,True,False,EN,False,144.79,26,APPROVED,36.0
20.0,False,False,False,RENT,0,6,True,False,EN,False,164.88,26,APPROVED,50.0
777.0,False,True,True,OWN,11,6,True,False,EN,False,100.84,24,APPROVED,27.0
456.0,False,True,True,OWN,0,6,True,False,ES,False,136.36,52,APPROVED,50.0
678.0,False,False,False,RENT,0,9,True,False,EN,False,65.35,24,APPROVED,32.0
698.0,False,True,False,RENT,6,2,True,False,ES,False,53.31,52,APPROVED,35.0
378.0,False,False,False,RENT,2,0,True,False,EN,False,58.9,24,APPROVED,52.0
1568.0,False,True,False,OWN,5,2,True,False,EN,False,238.16,26,APPROVED,42.0
1048.0,False,True,False,OWN,0,6,False,False,ES,False,86.03,24,APPROVED,55.0
260.0,False,True,False,RENT,8,0,True,False,EN,False,20.02,52,APPROVED,51.0
635.0,False,True,True,RENT,0,5,True,False,EN,False,83.91,26,APPROVED,44.0
438.0,False,True,False,OWN,0,8,True,False,EN,False,72.12,24,APPROVED,50.0
1085.0,False,True,False,OWN,6,6,True,False,EN,False,71.54,52,APPROVED,29.0
820.0,False,True,True,RENT,0,2,True,False,EN,False,325.89,24,APPROVED,29.0
700.0,False,True,False,OWN,0,1,False,False,EN,False,92.27,24,APPROVED,56.0
394.0,False,True,False,OWN,6,1,True,False,EN,False,35.01,26,APPROVED,48.0
541.0,False,True,True,RENT,4,0,False,False,EN,False,81.76,24,APPROVED,36.0
539.0,False,True,True,RENT,0,3,True,False,EN,False,65.74,26,APPROVED,23.0
507.0,False,False,False,OWN,1,0,True,False,EN,False,34.63,52,APPROVED,36.0
293.0,False,True,True,RENT,1,1,True,False,EN,False,45.79,26,APPROVED,29.0
156.0,False,True,False,RENT,0,5,True,False,EN,False,23.1,26,APPROVED,64.0
976.0,False,True,True,RENT,0,1,True,False,EN,False,45.96,52,APPROVED,41.0
571.0,False,True,True,RENT,0,5,False,False,EN,False,89.74,24,APPROVED,48.0
824.0,False,True,True,RENT,0,6,True,False,EN,False,125.85,26,APPROVED,48.0
69.0,False,True,False,RENT,0,3,True,False,EN,False,26.37,52,APPROVED,40.0
